ID,Answer
254,農藥
255,瑪西婭·麥克納特
256,[CLS]
257,1748年
258,[CLS]
259,[CLS]
260,[CLS]
261,[CLS]
262,質量
263,[CLS]
264,[CLS]
265,[CLS]
266,[CLS]
267,[CLS]
268,[CLS]
269,[CLS]
270,[CLS]
271,[CLS]
272,磚石
273,[CLS]
274,[CLS]
275,[CLS]
276,[CLS]
277,[CLS]
278,[CLS]
279,[CLS]
280,香港之女
281,[CLS]
282,[CLS]
283,美白聖品
284,[CLS]
285,[CLS]
286,[CLS]
287,四川
288,[CLS]
289,[CLS]
290,[CLS]
291,[CLS]
292,[CLS]
293,[CLS]
294,洛杉磯好萊塢的杜比劇院
295,[CLS]
296,[CLS]
297,[CLS]
298,[CLS]
299,[CLS]
300,[CLS]
301,[CLS]
302,[CLS]
303,[CLS]
304,[CLS]
305,[CLS]
306,[CLS]
307,[CLS]
308,[CLS]
309,[CLS]
310,[CLS]
311,[CLS]
312,[CLS]
313,[CLS]
314,[CLS]
315,[CLS]
316,[CLS]
317,[CLS]
318,[CLS]
319,[CLS]
320,[CLS]
321,[CLS]
322,[CLS]
323,[CLS]
324,[CLS]
325,[CLS]
326,[CLS]
327,[CLS]
328,[CLS]
329,[CLS]
330,[CLS]
331,[CLS]
332,忠孝伯招討大將軍罪臣國姓
333,[CLS]
334,[CLS]
335,[CLS]
336,[CLS]
337,[CLS]
338,[CLS]
339,[CLS]
340,[CLS]
341,[CLS]
342,[CLS]
343,[CLS]
344,[CLS]
345,肉饅頭
346,[CLS]
347,[CLS]
348,[CLS]
349,[CLS]
350,農業
351,[CLS]
352,明朝
353,[CLS]
354,[CLS]
355,[CLS]
356,[CLS]
357,[CLS]
358,[CLS]
359,[CLS]
360,[CLS]
361,[CLS]
362,[CLS]
363,1987年
364,黃河
365,[CLS]
366,[CLS]
367,[CLS]
368,[CLS]
369,[CLS]
370,[CLS]
371,[CLS]
372,[CLS]
373,[CLS]
374,[CLS]
375,1985
376,[CLS]
377,雨季降水
378,[CLS]
379,[CLS]
380,[CLS]
381,每年舉行一次
382,[CLS]
383,[CLS]
384,[CLS]
385,[CLS]
386,[CLS]
387,[CLS]
388,[CLS]
389,[CLS]
390,[CLS]
391,[CLS]
392,[CLS]
393,[CLS]
394,[CLS]
395,[CLS]
396,[CLS]
397,[CLS]
398,紅線
399,[CLS]
400,[CLS]
401,[CLS]
402,[CLS]
403,[CLS]
404,[CLS]
405,[CLS]
406,[CLS]
407,通過引入刑事司法法案授權印度法官審理歐洲人所犯的罪行
408,[CLS]
409,[CLS]
410,[CLS]
411,[CLS]
412,[CLS]
413,[CLS]
414,[CLS]
415,[CLS]
416,[CLS]
417,[CLS]
418,[CLS]
419,黑潮洋流
420,[CLS]
421,皇家自由醫院
422,自由土黨
423,[CLS]
424,[CLS]
425,[CLS]
426,[CLS]
427,[CLS]
428,[CLS]
429,[CLS]
430,[CLS]
431,[CLS]
432,[CLS]
433,[CLS]
434,[CLS]
435,[CLS]
436,[CLS]
437,烏拉圭
438,[CLS]
439,[CLS]
440,[CLS]
441,[CLS]
442,[CLS]
443,[CLS]
444,[CLS]
445,[CLS]
446,[CLS]
447,《2005年憲制改革法令》
448,企業爆發涉及高達16億美元的會計造假案件，主要為來自晶片及半導體部門的虛假營收
449,基督教
450,[CLS]
451,梅西
452,[CLS]
453,[CLS]
454,[CLS]
455,[CLS]
456,[CLS]
457,[CLS]
458,[CLS]
459,[CLS]
460,[CLS]
461,[CLS]
462,[CLS]
463,[CLS]
464,[CLS]
465,[CLS]
466,1913年
467,[CLS]
468,[CLS]
469,[CLS]
470,英國
471,[CLS]
472,[CLS]
473,[CLS]
474,[CLS]
475,[CLS]
476,[CLS]
477,[CLS]
478,[CLS]
479,[CLS]
480,[CLS]
481,[CLS]
482,[CLS]
483,[CLS]
484,[CLS]
485,[CLS]
486,[CLS]
487,《太陽報》
488,[CLS]
489,[CLS]
490,[CLS]
491,[CLS]
492,哈爾茨山脈
493,[CLS]
494,[CLS]
495,許家班
496,[CLS]
497,[CLS]
498,[CLS]
499,[CLS]
500,[CLS]
501,[CLS]
502,[CLS]
503,[CLS]
504,[CLS]
505,[CLS]
506,[CLS]
507,[CLS]
508,[CLS]
509,[CLS]
510,[CLS]
511,[CLS]
512,[CLS]
513,[CLS]
514,[CLS]
515,[CLS]
516,倫敦時報
517,[CLS]
518,[CLS]
519,[CLS]
520,[CLS]
521,[CLS]
522,[CLS]
523,[CLS]
524,[CLS]
525,[CLS]
526,[CLS]
527,[CLS]
528,[CLS]
529,[CLS]
530,[CLS]
531,[CLS]
532,[CLS]
533,[CLS]
534,[CLS]
535,[CLS]
536,[CLS]
537,[CLS]
538,[CLS]
539,[CLS]
540,[CLS]
541,[CLS]
542,[CLS]
543,[CLS]
544,[CLS]
545,[CLS]
546,19世紀晚期
547,[CLS]
548,巴燕縣
549,[CLS]
550,[CLS]
551,[CLS]
552,[CLS]
553,[CLS]
554,1960年代
555,[CLS]
556,[CLS]
557,[CLS]
558,[CLS]
559,[CLS]
560,[CLS]
561,[CLS]
562,[CLS]
563,[CLS]
564,[CLS]
565,[CLS]
566,[CLS]
567,[CLS]
568,[CLS]
569,[CLS]
570,[CLS]
571,[CLS]
572,[CLS]
573,[CLS]
574,24位
575,[CLS]
576,[CLS]
577,[CLS]
578,[CLS]
579,[CLS]
580,[CLS]
581,[CLS]
582,[CLS]
583,1260年
584,[CLS]
585,[CLS]
586,[CLS]
587,[CLS]
588,[CLS]
589,[CLS]
590,大衛營和約
591,[CLS]
592,[CLS]
593,[CLS]
594,[CLS]
595,[CLS]
596,[CLS]
597,[CLS]
598,[CLS]
599,62萬
600,[CLS]
601,煙火
602,[CLS]
603,[CLS]
604,[CLS]
605,[CLS]
606,[CLS]
607,江戶幕府
608,[CLS]
609,[CLS]
610,[CLS]
611,[CLS]
612,[CLS]
613,[CLS]
614,[CLS]
615,[CLS]
616,[CLS]
617,[CLS]
618,[CLS]
619,[CLS]
620,[CLS]
621,[CLS]
622,[CLS]
623,[CLS]
624,[CLS]
625,[CLS]
626,忽必烈
627,[CLS]
628,[CLS]
629,[CLS]
630,[CLS]
631,[CLS]
632,[CLS]
633,[CLS]
634,[CLS]
635,[CLS]
636,[CLS]
637,[CLS]
638,[CLS]
639,[CLS]
640,[CLS]
641,[CLS]
642,[CLS]
643,[CLS]
644,[CLS]
645,[CLS]
646,[CLS]
647,[CLS]
648,[CLS]
649,[CLS]
650,[CLS]
651,[CLS]
652,魚鷹
653,[CLS]
654,[CLS]
655,濟南
656,[CLS]
657,[CLS]
658,[CLS]
659,[CLS]
660,[CLS]
661,[CLS]
662,[CLS]
663,[CLS]
664,[CLS]
665,[CLS]
666,[CLS]
667,[CLS]
668,[CLS]
669,[CLS]
670,[CLS]
671,[CLS]
672,[CLS]
673,[CLS]
674,抑鬱
675,[CLS]
676,[CLS]
677,[CLS]
678,[CLS]
679,查爾斯·派爾
680,[CLS]
681,[CLS]
682,[CLS]
683,[CLS]
684,[CLS]
685,[CLS]
686,丁磊
687,1958
688,成都平原
689,[CLS]
690,[CLS]
691,[CLS]
692,保定
693,[CLS]
694,[CLS]
695,天道
696,[CLS]
697,[CLS]
698,[CLS]
699,[CLS]
700,[CLS]
701,烈士
702,[CLS]
703,[CLS]
704,[CLS]
705,[CLS]
706,[CLS]
707,[CLS]
708,[CLS]
709,[CLS]
710,[CLS]
711,[CLS]
712,[CLS]
713,[CLS]
714,[CLS]
715,[CLS]
716,[CLS]
717,納稅人
718,電離層
719,[CLS]
720,[CLS]
721,[CLS]
722,[CLS]
723,[CLS]
724,[CLS]
725,[CLS]
726,[CLS]
727,[CLS]
728,機車
729,[CLS]
730,[CLS]
731,[CLS]
732,[CLS]
733,[CLS]
734,[CLS]
735,[CLS]
736,[CLS]
737,[CLS]
738,極光
739,[CLS]
740,[CLS]
741,崇福寺
742,[CLS]
743,[CLS]
744,[CLS]
745,由於國內的貴族政治與神職人員影響重大
746,[CLS]
747,[CLS]
748,[CLS]
749,[CLS]
750,[CLS]
751,[CLS]
752,[CLS]
753,[CLS]
754,[CLS]
755,[CLS]
756,歐洲戰事
757,[CLS]
758,[CLS]
759,[CLS]
760,[CLS]
761,[CLS]
762,小籠饅頭
763,[CLS]
764,[CLS]
765,[CLS]
766,[CLS]
767,散騎常侍
768,[CLS]
769,[CLS]
770,[CLS]
771,土庫曼人貴族賈漢沙
772,毛澤東
773,[CLS]
774,[CLS]
775,[CLS]
776,[CLS]
777,[CLS]
778,[CLS]
779,[CLS]
780,[CLS]
781,[CLS]
782,[CLS]
783,[CLS]
784,[CLS]
785,[CLS]
786,[CLS]
787,[CLS]
788,[CLS]
789,[CLS]
790,[CLS]
791,[CLS]
792,[CLS]
793,[CLS]
794,[CLS]
795,[CLS]
796,[CLS]
797,[CLS]
798,[CLS]
799,[CLS]
800,[CLS]
801,[CLS]
802,[CLS]
803,[CLS]
804,[CLS]
805,[CLS]
806,[CLS]
807,[CLS]
808,[CLS]
809,[CLS]
810,[CLS]
811,[CLS]
812,西吉斯蒙德
813,[CLS]
814,[CLS]
815,[CLS]
816,[CLS]
817,[CLS]
818,瑞典
819,[CLS]
820,[CLS]
821,[CLS]
822,1990年
823,[CLS]
824,[CLS]
825,方便世界各地有投資意願人士申請香港居留權，以引進資金和人才。
826,[CLS]
827,[CLS]
828,[CLS]
829,[CLS]
830,[CLS]
831,香港電影
832,朝鮮王朝時期
833,[CLS]
834,橢圓星系
835,約翰西尼切里布
836,[CLS]
837,[CLS]
838,[CLS]
839,[CLS]
840,葡萄牙
841,[CLS]
842,[CLS]
843,[CLS]
844,[CLS]
845,[CLS]
846,[CLS]
847,[CLS]
848,[CLS]
849,[CLS]
850,[CLS]
851,光球層
852,[CLS]
853,[CLS]
854,紅河戰役
855,[CLS]
856,[CLS]
857,1949
858,納粹黨
859,昆蟲
860,[CLS]
861,[CLS]
862,[CLS]
863,[CLS]
864,5年
865,[CLS]
866,[CLS]
867,[CLS]
868,[CLS]
869,[CLS]
870,[CLS]
871,[CLS]
872,[CLS]
873,[CLS]
874,[CLS]
875,[CLS]
876,[CLS]
877,[CLS]
878,[CLS]
879,[CLS]
880,[CLS]
881,[CLS]
882,[CLS]
883,[CLS]
884,[CLS]
885,挪威國王哈康五世
886,[CLS]
887,李成棟
888,[CLS]
889,[CLS]
890,[CLS]
891,喬治·盧卡斯
892,[CLS]
893,[CLS]
894,世襲
895,[CLS]
896,[CLS]
897,[CLS]
898,[CLS]
899,九一八事變
900,[CLS]
901,[CLS]
902,[CLS]
903,[CLS]
904,[CLS]
905,[CLS]
906,[CLS]
907,[CLS]
908,[CLS]
909,[CLS]
910,[CLS]
911,[CLS]
912,[CLS]
913,[CLS]
914,[CLS]
915,[CLS]
916,金門
917,[CLS]
918,1155
919,[CLS]
920,[CLS]
921,[CLS]
922,[CLS]
923,[CLS]
924,山毛櫸林
925,[CLS]
926,[CLS]
927,[CLS]
928,[CLS]
929,[CLS]
930,[CLS]
931,[CLS]
932,[CLS]
933,[CLS]
934,[CLS]
935,[CLS]
936,[CLS]
937,宗教信仰
938,[CLS]
939,[CLS]
940,[CLS]
941,[CLS]
942,十字軍
943,[CLS]
944,[CLS]
945,國立中山大學
946,[CLS]
947,臺東市區最高點為標高75公尺的鯉魚山
948,[CLS]
949,修正與整合先前已得的知識
950,[CLS]
951,青少年
952,共和黨革命效應
953,[CLS]
954,[CLS]
955,[CLS]
956,[CLS]
957,[CLS]
958,[CLS]
959,[CLS]
960,[CLS]
961,[CLS]
962,[CLS]
963,[CLS]
964,[CLS]
965,牛肉
966,[CLS]
967,[CLS]
968,[CLS]
969,[CLS]
970,[CLS]
971,新加坡
972,因周王是燕王同母兄弟，而朱允炆怕他與燕王呵成一氣
973,[CLS]
974,[CLS]
975,[CLS]
976,避免壓縮機／渦輪解體時可能造成的傷亡或機體損壞
977,[CLS]
978,[CLS]
979,[CLS]
980,4610年
981,[CLS]
982,[CLS]
983,[CLS]
984,[CLS]
985,[CLS]
986,[CLS]
987,[CLS]
988,[CLS]
989,[CLS]
990,[CLS]
991,[CLS]
992,[CLS]
993,[CLS]
994,九龍塘省善真堂
995,[CLS]
996,[CLS]
997,[CLS]
998,[CLS]
999,[CLS]
1000,[CLS]
1001,中世紀時期
1002,[CLS]
1003,[CLS]
1004,尖沙咀
1005,[CLS]
1006,[CLS]
1007,[CLS]
1008,[CLS]
1009,[CLS]
1010,[CLS]
1011,[CLS]
1012,[CLS]
1013,[CLS]
1014,[CLS]
1015,[CLS]
1016,[CLS]
1017,[CLS]
1018,[CLS]
1019,[CLS]
1020,[CLS]
1021,[CLS]
1022,土製裝甲
1023,[CLS]
1024,[CLS]
1025,《論共產黨員的修養》
1026,航空母艦
1027,[CLS]
1028,[CLS]
1029,[CLS]
1030,[CLS]
1031,[CLS]
1032,[CLS]
1033,合理的稅制
1034,阿根廷
1035,[CLS]
1036,[CLS]
1037,韌性
1038,[CLS]
1039,[CLS]
1040,[CLS]
1041,[CLS]
1042,[CLS]
1043,皇家法律
1044,颱風來襲
1045,[CLS]
1046,[CLS]
1047,[CLS]
1048,[CLS]
1049,[CLS]
1050,[CLS]
1051,[CLS]
1052,[CLS]
1053,[CLS]
1054,[CLS]
1055,[CLS]
1056,[CLS]
1057,[CLS]
1058,[CLS]
1059,[CLS]
1060,[CLS]
1061,[CLS]
1062,近三千個
1063,[CLS]
1064,5
1065,[CLS]
1066,[CLS]
1067,[CLS]
1068,[CLS]
1069,[CLS]
1070,[CLS]
1071,[CLS]
1072,[CLS]
1073,[CLS]
1074,[CLS]
1075,[CLS]
1076,慕容垂
1077,[CLS]
1078,[CLS]
1079,[CLS]
1080,[CLS]
1081,[CLS]
1082,[CLS]
1083,由於儒略日數字位數太多
1084,[CLS]
1085,1314年
1086,[CLS]
1087,[CLS]
1088,[CLS]
1089,[CLS]
1090,[CLS]
1091,[CLS]
1092,[CLS]
1093,[CLS]
1094,[CLS]
1095,[CLS]
1096,[CLS]
1097,[CLS]
1098,1660年
1099,[CLS]
1100,[CLS]
1101,[CLS]
1102,臺灣閩南語
1103,[CLS]
1104,[CLS]
1105,[CLS]
1106,[CLS]
1107,[CLS]
1108,忽必烈
1109,[CLS]
1110,二尖瓣
1111,牛頓
1112,[CLS]
1113,[CLS]
1114,[CLS]
1115,[CLS]
1116,磁浮列車
1117,[CLS]
1118,[CLS]
1119,[CLS]
1120,開放式社會主義體制
1121,[CLS]
1122,[CLS]
1123,美國南方公司於美國達拉斯開設了27家圖騰商店，並於1946年延長營業時間為早上7點至晚上11點，所以將商店命名為7-Eleven。
1124,[CLS]
1125,[CLS]
1126,[CLS]
1127,[CLS]
1128,[CLS]
1129,[CLS]
1130,[CLS]
1131,[CLS]
1132,第四次十字軍東征攻陷君士坦丁堡並屠宰
1133,[CLS]
1134,[CLS]
1135,[CLS]
1136,[CLS]
1137,[CLS]
1138,[CLS]
1139,[CLS]
1140,[CLS]
1141,[CLS]
1142,[CLS]
1143,[CLS]
1144,[CLS]
1145,[CLS]
1146,[CLS]
1147,[CLS]
1148,[CLS]
1149,福樓拜
1150,[CLS]
1151,[CLS]
1152,人口
1153,[CLS]
1154,[CLS]
1155,金正恩
1156,[CLS]
1157,[CLS]
1158,[CLS]
1159,[CLS]
1160,[CLS]
1161,[CLS]
1162,[CLS]
1163,[CLS]
1164,[CLS]
1165,所作所為
1166,[CLS]
1167,[CLS]
1168,多倍體育種
1169,[CLS]
1170,[CLS]
1171,求知慾
1172,[CLS]
1173,1930年
1174,愛丁頓光度
1175,[CLS]
1176,[CLS]
1177,[CLS]
1178,[CLS]
1179,[CLS]
1180,[CLS]
1181,[CLS]
1182,[CLS]
1183,[CLS]
1184,[CLS]
1185,1960年代
1186,[CLS]
1187,局部模特兒
1188,[CLS]
1189,[CLS]
1190,[CLS]
1191,[CLS]
1192,[CLS]
1193,[CLS]
1194,[CLS]
1195,[CLS]
1196,[CLS]
1197,[CLS]
1198,[CLS]
1199,[CLS]
1200,2億台
1201,[CLS]
1202,[CLS]
1203,[CLS]
1204,[CLS]
1205,[CLS]
1206,[CLS]
1207,[CLS]
1208,[CLS]
1209,[CLS]
1210,[CLS]
1211,[CLS]
1212,劍橋大學
1213,[CLS]
1214,[CLS]
1215,[CLS]
1216,[CLS]
1217,[CLS]
1218,[CLS]
1219,[CLS]
1220,獸醫學院
1221,[CLS]
1222,[CLS]
1223,[CLS]
1224,[CLS]
1225,[CLS]
1226,[CLS]
1227,[CLS]
1228,[CLS]
1229,[CLS]
1230,[CLS]
1231,[CLS]
1232,患病
1233,[CLS]
1234,[CLS]
1235,[CLS]
1236,[CLS]
1237,2007
1238,[CLS]
1239,[CLS]
1240,[CLS]
1241,[CLS]
1242,[CLS]
1243,[CLS]
1244,[CLS]
1245,[CLS]
1246,[CLS]
1247,[CLS]
1248,[CLS]
1249,[CLS]
1250,[CLS]
1251,[CLS]
1252,[CLS]
1253,[CLS]
1254,[CLS]
1255,[CLS]
1256,[CLS]
1257,[CLS]
1258,[CLS]
1259,[CLS]
1260,[CLS]
1261,[CLS]
1262,[CLS]
1263,[CLS]
1264,[CLS]
1265,[CLS]
1266,[CLS]
1267,[CLS]
1268,[CLS]
1269,[CLS]
1270,[CLS]
1271,[CLS]
1272,[CLS]
1273,[CLS]
1274,[CLS]
1275,[CLS]
1276,[CLS]
1277,[CLS]
1278,42.5小時
1279,[CLS]
1280,[CLS]
1281,[CLS]
1282,[CLS]
1283,[CLS]
1284,[CLS]
1285,陳隆基
1286,[CLS]
1287,[CLS]
1288,[CLS]
1289,[CLS]
1290,運載火箭
1291,朱棣是造反稱帝的，對大臣有所猜忌
1292,[CLS]
1293,[CLS]
1294,[CLS]
1295,[CLS]
1296,[CLS]
1297,[CLS]
1298,[CLS]
1299,[CLS]
1300,[CLS]
1301,80%
1302,[CLS]
1303,[CLS]
1304,[CLS]
1305,[CLS]
1306,[CLS]
1307,[CLS]
1308,[CLS]
1309,[CLS]
1310,[CLS]
1311,[CLS]
1312,[CLS]
1313,[CLS]
1314,[CLS]
1315,[CLS]
1316,[CLS]
1317,源平合戰
1318,因患上喉癌
1319,[CLS]
1320,[CLS]
1321,[CLS]
1322,[CLS]
1323,共和黨
1324,[CLS]
1325,[CLS]
1326,[CLS]
1327,[CLS]
1328,[CLS]
1329,[CLS]
1330,[CLS]
1331,[CLS]
1332,[CLS]
1333,[CLS]
1334,[CLS]
1335,王莽
1336,[CLS]
1337,[CLS]
1338,[CLS]
1339,[CLS]
1340,[CLS]
1341,[CLS]
1342,[CLS]
1343,[CLS]
1344,[CLS]
1345,[CLS]
1346,隨著城市的發展加上持續的移山填海
1347,[CLS]
1348,[CLS]
1349,[CLS]
1350,[CLS]
1351,[CLS]
1352,合成生物學
1353,[CLS]
1354,[CLS]
1355,[CLS]
1356,[CLS]
1357,[CLS]
1358,[CLS]
1359,[CLS]
1360,[CLS]
1361,1984年
1362,[CLS]
1363,[CLS]
1364,[CLS]
1365,[CLS]
1366,[CLS]
1367,[CLS]
1368,利奧十世
1369,[CLS]
1370,[CLS]
1371,撒爾塔-卡爾梅克人
1372,[CLS]
1373,[CLS]
1374,[CLS]
1375,丹麥
1376,[CLS]
1377,[CLS]
1378,[CLS]
1379,[CLS]
1380,「西方頹廢的象徵」
1381,[CLS]
1382,[CLS]
1383,[CLS]
1384,[CLS]
1385,15歲
1386,[CLS]
1387,[CLS]
1388,[CLS]
1389,[CLS]
1390,混凝土壩
1391,[CLS]
1392,[CLS]
1393,單幹風
1394,[CLS]
1395,[CLS]
1396,[CLS]
1397,反間計
1398,[CLS]
1399,[CLS]
1400,[CLS]
1401,[CLS]
1402,[CLS]
1403,[CLS]
1404,[CLS]
1405,[CLS]
1406,[CLS]
1407,[CLS]
1408,[CLS]
1409,山地
1410,成吉思汗
1411,[CLS]
1412,[CLS]
1413,[CLS]
1414,1973年
1415,[CLS]
1416,[CLS]
1417,[CLS]
1418,[CLS]
1419,[CLS]
1420,[CLS]
1421,婆羅門教
1422,[CLS]
1423,[CLS]
1424,[CLS]
1425,[CLS]
1426,[CLS]
1427,[CLS]
1428,[CLS]
1429,[CLS]
1430,[CLS]
1431,[CLS]
1432,[CLS]
1433,[CLS]
1434,[CLS]
1435,[CLS]
1436,[CLS]
1437,[CLS]
1438,[CLS]
1439,[CLS]
1440,[CLS]
1441,[CLS]
1442,[CLS]
1443,中華人民共和國代表團
1444,[CLS]
1445,[CLS]
1446,[CLS]
1447,檀道濟
1448,[CLS]
1449,[CLS]
1450,[CLS]
1451,[CLS]
1452,[CLS]
1453,[CLS]
1454,[CLS]
1455,[CLS]
1456,[CLS]
1457,[CLS]
1458,[CLS]
1459,[CLS]
1460,[CLS]
1461,[CLS]
1462,[CLS]
1463,[CLS]
1464,[CLS]
1465,[CLS]
1466,司馬懿
1467,[CLS]
1468,[CLS]
1469,[CLS]
1470,[CLS]
1471,[CLS]
1472,渤海國
1473,[CLS]
1474,[CLS]
1475,[CLS]
1476,煮熟的米具有很大的黏性
1477,[CLS]
1478,[CLS]
1479,[CLS]
1480,[CLS]
1481,[CLS]
1482,[CLS]
1483,歐足總
1484,[CLS]
1485,[CLS]
1486,[CLS]
1487,[CLS]
1488,[CLS]
1489,[CLS]
1490,[CLS]
1491,[CLS]
1492,[CLS]
1493,[CLS]
1494,臺北國際金融中心
1495,[CLS]
1496,[CLS]
1497,[CLS]
1498,[CLS]
1499,[CLS]
1500,[CLS]
1501,[CLS]
1502,[CLS]
1503,[CLS]
1504,[CLS]
1505,供養軍隊監督造幣
1506,[CLS]
1507,[CLS]
1508,[CLS]
1509,[CLS]
1510,[CLS]
1511,2005年
1512,[CLS]
1513,[CLS]
1514,荷蘭
1515,[CLS]
1516,[CLS]
1517,[CLS]
1518,[CLS]
1519,[CLS]
1520,[CLS]
1521,[CLS]
1522,躁鬱症
1523,[CLS]
1524,[CLS]
1525,[CLS]
1526,[CLS]
1527,[CLS]
1528,[CLS]
1529,[CLS]
1530,以免令天文台電話線路繁忙
1531,由於遭到後金和倭的攻擊
1532,[CLS]
1533,[CLS]
1534,[CLS]
1535,由於靖難之役時，朱棣得到了很多來自宦官的幫助
1536,[CLS]
1537,[CLS]
1538,[CLS]
1539,[CLS]
1540,[CLS]
1541,[CLS]
1542,[CLS]
1543,[CLS]
1544,[CLS]
1545,[CLS]
1546,單身收養制度
1547,[CLS]
1548,教育
1549,[CLS]
1550,[CLS]
1551,[CLS]
1552,[CLS]
1553,[CLS]
1554,[CLS]
1555,[CLS]
1556,[CLS]
1557,[CLS]
1558,[CLS]
1559,[CLS]
1560,[CLS]
1561,[CLS]
1562,[CLS]
1563,[CLS]
1564,[CLS]
1565,[CLS]
1566,喬治·麥肯
1567,[CLS]
1568,[CLS]
1569,[CLS]
1570,[CLS]
1571,[CLS]
1572,[CLS]
1573,[CLS]
1574,[CLS]
1575,[CLS]
1576,[CLS]
1577,[CLS]
1578,[CLS]
1579,[CLS]
1580,[CLS]
1581,[CLS]
1582,[CLS]
1583,[CLS]
1584,[CLS]
1585,基督教
1586,[CLS]
1587,[CLS]
1588,[CLS]
1589,[CLS]
1590,[CLS]
1591,[CLS]
1592,[CLS]
1593,韓愈
1594,[CLS]
1595,[CLS]
1596,[CLS]
1597,[CLS]
1598,[CLS]
1599,[CLS]
1600,[CLS]
1601,後漢書
1602,[CLS]
1603,[CLS]
1604,[CLS]
1605,[CLS]
1606,[CLS]
1607,[CLS]
1608,[CLS]
1609,[CLS]
1610,海外貿易
1611,[CLS]
1612,[CLS]
1613,[CLS]
1614,[CLS]
1615,[CLS]
1616,[CLS]
1617,[CLS]
1618,[CLS]
1619,[CLS]
1620,[CLS]
1621,[CLS]
1622,襄城
